state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
Missouri,St. Charles County,29183,76.4,0.1,14.7,0.1,1.6,0.1,6,0.1,2.6,0.1,3.13,0.02,38.9,0.7,4.4,0.2,3.3,NA,89.6,0.6,88.1,0.6,85.2,0.6,146631,1169,1.6,0.2,0.7,0.2,0.3,0.1,2.5,0.3,2.9,0.3,19.4,0.6,2.7,0.2,80.6,0.6,94.8,0.3,102661,1292,25.8,0.3,38.6,0.2,84978,1195,39314,533,49971,640,0.2,0.1,0.6,0.1,0,0.1,38943,502,2.64,0.01,394290,NA,5.2,0.4,4,0.7,6.9,1,2.6,0.2,2.6,0.3,4.5,0.3,0.2,0.2,2.8,0.5,1.9,0.7,8,0.3,89.6,0.1,87.1,0.1
Missouri,St. Clair County,29185,80.5,NA,27.2,0.2,3.1,0.9,5.1,0.2,0.4,0.4,2.75,0.14,13.9,2.5,0.7,0.4,1.3,0.7,67.5,3.8,63.3,4.2,65.5,3.3,4139,154,0.3,0.4,0.2,0.4,0.2,0.4,0.7,0.6,0.4,0.3,21.7,3.5,20.4,3.3,78.3,3.5,84.5,2.5,51397,3149,NA,NA,50.3,0.4,38870,2050,21077,1233,27157,2172,0.9,0.6,0.1,0.1,0,0.3,22520,1494,2.19,0.08,9370,NA,NA,NA,NA,NA,NA,NA,2.3,0.7,4,1.5,12.4,2.3,0.2,0.3,11.5,5.3,12.1,8.5,13.7,1.7,95.6,0.7,94.5,0.3
Missouri,Ste. Genevieve County,29186,78.2,0.8,19,0.2,2.4,0.6,5,0.2,0.6,0.9,2.87,0.15,19.7,3.2,2,1.3,1.2,NA,76.6,3.4,66.2,3.8,73.5,3.3,7121,308,0.4,0.7,0.6,0.6,0,0.4,1.3,0.9,1.6,0.9,19.9,3.3,9.5,2.1,80.1,3.3,89.4,1.9,75189,4624,28.4,2.2,43.3,1,60129,8999,28897,2631,42065,2735,0,0.2,0.2,0.1,0,0.2,29742,1895,2.47,0.1,17848,NA,NA,NA,NA,NA,NA,NA,0.6,0.8,2.2,1.1,4.9,1.8,0.9,1,0.3,0.4,0,2.6,9.7,1.4,96.7,0.1,95.7,0.2
Missouri,St. Francois County,29187,79,0.1,16.2,0.2,1.7,0.3,5.4,0.2,0.5,0.1,2.9,0.07,14.3,1.3,4.4,0.3,1.6,NA,79.4,1.7,69.1,2.1,75.4,2.2,24898,544,0.6,0.4,0.3,0.5,0,0.1,0.6,0.3,1.1,0.4,31.5,2,10.4,1.4,68.5,2,84.8,1.4,58714,2106,25.4,1.5,39.4,0.5,46466,2695,23815,1147,30888,840,0.4,0.2,0.2,0.2,0,0.1,22578,843,2.39,0.05,66643,NA,15.5,1.7,8,2,19.1,3.9,1.5,0.3,4.3,1.1,9,0.9,0.4,0.7,2.2,0.8,0.6,0.7,8.4,0.8,92.9,0.3,91.8,0.1
Missouri,St. Louis County,29189,77.9,0.1,17.7,0.1,2.7,0.1,5.9,0.1,4.3,0.1,3.03,0.02,43.6,0.4,24.2,0.2,2.9,NA,86.7,0.4,80.5,0.4,81.4,0.4,405984,1433,2.8,0.1,1.7,0.1,1,0.1,3.9,0.2,2.4,0.1,31.4,0.5,0.2,0.1,68.6,0.5,93.5,0.3,100230,1181,24.4,0.2,40.3,0.2,67420,683,35387,371,45277,535,0.2,0.1,0.9,0.1,0,0.1,41426,496,2.41,0.01,996919,NA,9.7,0.3,6.5,0.5,13.8,1,2.5,0.2,4.3,0.3,6.1,0.3,0.4,0.1,3.1,0.4,2.1,0.5,7.2,0.2,67.9,0.1,66,0.1
Missouri,Saline County,29195,76.9,0.2,18,0.3,3.1,0.4,6.3,0.3,0.8,0.3,3.31,0.11,19.4,1.9,5,0.8,10.2,NA,78,2.2,66.8,2.9,69.1,2.4,8272,243,0.7,0.2,3.1,1.1,0,0.4,0.9,0.5,5.6,1.2,30.4,2.8,7.1,1.2,69.6,2.8,84,1.7,58691,3562,NA,NA,37.9,0.5,44720,3087,24437,1381,30432,946,0.2,0.2,3.5,1.5,1.1,0.2,22942,1423,2.61,0.07,22976,NA,NA,NA,NA,NA,NA,NA,2.9,1,3.5,1.6,8.6,1.2,2.4,1.9,3,1.2,2.4,1.9,7,0.8,86.4,1.5,80.3,0.1
Missouri,Schuyler County,29197,73.7,0.5,19.3,0.1,1.8,0.7,7.8,0.4,0.3,0.4,4.05,0.31,12.6,2.9,0.5,0.5,1.7,1.1,61.7,4.9,63.7,4.7,59.2,4.7,1475,82,0.1,0.2,0.3,0.4,0.2,0.3,2.9,1.9,1.5,1.1,30.7,4.2,12.7,4.4,69.3,4.2,87.6,2.7,53256,4964,NA,NA,40.1,1.6,42694,3220,22271,1923,30154,4193,0,0.7,0.1,0.1,0,0.7,19862,1617,3.05,0.18,4555,NA,NA,NA,NA,NA,NA,NA,2.2,0.6,3.2,1.6,15.1,3.1,4.9,4.9,10.8,6.7,12.5,7.3,7,2.3,97,0.2,96.9,0.7
Missouri,Scotland County,29199,71.2,NA,18.3,NA,3.6,1.3,8.3,NA,0,0.6,3.39,0.25,14.2,3.1,0,0.6,0,0.6,75.2,4.8,71,5.2,62.2,5.4,1768,111,0,1.7,1.2,1.4,0,1.7,8.4,2.9,0.9,0.9,22.5,3.7,9.4,3.5,77.5,3.7,79.9,3.9,73096,11686,19.8,3.1,37.3,1.2,50085,6781,27390,2187,33781,3318,0.1,0.2,0,0.6,0,0.6,27706,4973,2.72,0.16,4902,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,2.9,2.3,33.5,6.7,3.4,3.5,47.3,13.3,54.5,16.9,6.8,1.4,99.3,1,99.3,1
Missouri,Scott County,29201,76.2,0.1,17.8,0.1,2.2,0.4,6.4,0.2,0.4,0.1,2.97,0.09,16.3,1.5,11.6,0.4,2.3,NA,77.2,2.2,64,2.6,70.9,2.1,15230,347,0.2,0.2,0.2,0.3,0.1,0.2,1.1,0.7,2,0.7,33.3,2.4,11.2,1.5,66.7,2.4,85,1.2,61674,4757,NA,NA,40,0.7,44139,2963,22709,1217,31662,977,0.4,0.2,0.5,0.4,0,0.1,24921,1852,2.5,0.05,38633,NA,19.8,2.1,9.7,2.2,30.5,4.4,1.8,0.5,3.8,1,11,1.4,0.3,0.4,1.7,0.8,3,2,9.3,1,85.2,0.4,83.2,0.3
Missouri,Shannon County,29203,78.1,0.5,21,0.3,1.9,0.9,5.6,0.2,0,0.4,3.11,0.2,14.9,2.8,0.2,0.3,1.9,NA,62.1,4.1,56.8,4.8,54.9,4.1,3064,162,0,1,0,1,0.6,0.6,0.1,0.2,0.7,0.7,26.6,3.7,18.1,3.5,73.4,3.7,80,3.2,43278,2995,25.3,3,45.8,0.8,34265,2369,17782,1407,24241,2363,0.2,0.2,0,0.4,0,0.4,17387,1308,2.64,0.13,8217,NA,NA,NA,NA,NA,NA,NA,4,0.3,5.6,2.5,18.8,3,0.3,0.5,11.3,5.1,17,10.7,10.7,2,95.7,0.1,93.9,0.4
Missouri,Shelby County,29205,75.8,0.9,20.6,0.3,2.7,0.8,5.8,0.1,0.3,0.2,2.9,0.16,18.1,3.2,1.6,0.3,1.7,0.9,73.4,3.4,63.9,4.1,69.1,3.3,2432,105,0.4,0.3,0,0.2,0,1.2,2.1,1.2,0.8,0.6,26.2,3,11.1,2.4,73.8,3,90.7,2,57889,4665,21.1,2,42.3,1.7,44083,2786,24780,2151,28589,2518,0.2,0.3,0.6,0.6,0,0.5,24304,1887,2.36,0.09,6013,NA,NA,NA,NA,NA,NA,NA,1.4,0.8,2.3,1.1,11.1,2.4,0,2.6,9,4.5,6.6,5.8,8.9,1.3,95.9,0.6,95.2,0.5
Missouri,Stoddard County,29207,77.6,0.4,19.7,0.3,2.2,0.4,5.8,0.2,0,0.1,3.1,0.1,13.3,1.6,1.5,0.3,1.7,NA,74.6,1.9,64.3,2.6,70.8,2,11530,276,0,0.1,0,0.1,0.3,0.4,0.6,0.4,1.3,0.6,32,2.4,9.2,1.8,68,2.4,80.9,1.9,53651,2415,22.3,1.4,41.4,0.6,41062,2403,22608,1182,31412,1181,0,0.1,0.1,0.1,0,0.1,22138,980,2.51,0.06,29377,NA,18.2,1.9,10.6,2.3,23.8,3.9,1.4,0.3,5.5,1.3,11.2,1.4,0,0.5,6.3,2.3,6.7,4.4,9.7,1,96.9,0.2,95.4,0.1
Missouri,Stone County,29209,83.3,NA,30.3,0.3,3.3,0.7,3.9,0.2,0.2,0.2,2.86,0.13,18.6,1.8,0.2,0.1,2.3,NA,80.6,2.4,77.8,2.8,73.8,2.5,12783,481,0.3,0.3,0.4,0.3,0,0.1,1.2,0.5,1.8,0.9,18.3,2.1,13.7,2.1,81.7,2.1,87.2,1.8,68776,4256,NA,NA,53.6,0.2,49656,2461,24046,1375,28833,2969,0.7,0.4,0.8,0.4,0.1,0.1,29026,1805,2.44,0.09,31615,NA,NA,NA,NA,NA,NA,NA,1.7,0.4,5.9,1.9,9.2,1.3,0,0.3,7.3,2.4,8.3,5.2,12.6,1.3,96.3,0.4,94.8,0.1
Missouri,Sullivan County,29211,77.7,0.6,20,1.1,3.4,0.6,6.3,0.5,0.1,0.1,3.67,0.29,11.7,2.4,2.3,1.1,18.3,NA,69.4,3.2,64.1,4.2,62.3,4,2128,126,0.3,0.3,5.2,2.2,0.8,0.6,0.8,0.9,11.6,2.5,25.5,3.2,10.4,2.5,74.5,3.2,84.3,3,57896,5640,NA,NA,42.1,1.1,46481,6256,25013,2060,32396,4231,1.4,1.2,3.5,1.7,0.1,0.2,22370,1997,2.83,0.15,6247,NA,NA,NA,NA,NA,NA,NA,2,1,1.7,0.8,12.1,3.5,5.6,4.6,5.6,2.9,7.4,6.8,6.4,1.4,90.6,2.1,76.8,0.3
Missouri,Taney County,29213,78.8,NA,21.3,0.3,2.4,0.5,5.6,0.3,1,0.2,2.84,0.1,19.9,1.6,1.5,0.4,5.9,NA,80.3,1.9,76.2,2.5,76.2,1.9,22272,569,1.2,0.4,1,0.4,0.1,0.1,1.4,0.6,4,0.8,38.3,2.1,14.8,1.9,61.7,2.1,88.9,1.6,58053,2436,NA,NA,42.2,0.5,46031,2826,23883,955,27349,1683,1,0.3,2.6,0.7,0,0.1,23776,1014,2.4,0.06,55114,NA,14.7,1.6,10.5,2.3,19.9,3.4,2.2,0.5,4.3,1.2,15.8,1.5,0.2,0.3,10,2.1,6.8,2.4,10.1,0.8,91.7,0.6,88.8,0.1
Missouri,Texas County,29215,78.4,0.1,20.5,0.4,2.4,0.6,5.5,0.2,0.7,0.6,3.01,0.14,13.5,2.1,2.2,0.5,2.1,NA,65.7,3.3,63.3,3,68.6,3.1,9728,363,0.3,0.4,0.2,0.2,0,0.3,1.3,0.8,0.4,0.3,27.6,3.1,16,2.4,72.4,3.1,83.6,2,50352,4319,NA,NA,43.2,1,35067,3597,21045,1164,28143,2826,1.7,0.7,0.3,0.3,0,0.1,19973,1719,2.49,0.09,25604,NA,25.3,3.6,18.4,4.2,32.6,8,2.2,0.7,8.2,2.4,16.1,2.4,2.1,1.6,14.9,7.1,9.5,6.3,13,1.7,92.8,0.3,91,0.1
Missouri,Vernon County,29217,75.8,0.5,18.7,0.2,2,0.6,6.2,0.3,0.7,0.1,3.01,0.12,18.9,2.4,0.5,0.4,2.2,NA,78.3,2.8,72.9,2.7,72.6,3,8207,227,0.4,0.6,0.7,0.6,0.1,0.2,1.6,0.5,1.3,0.7,28.3,3,10.6,1.6,71.7,3,88.3,1.9,60130,5744,18.1,1.3,40.8,1.3,43276,2200,25009,1200,32115,1707,0.6,0.5,0.1,0.1,0,0.1,24312,2136,2.43,0.06,20595,NA,NA,NA,NA,NA,NA,NA,2.4,0.7,3.9,1.7,14.5,2,1.7,1.2,12.7,3.3,14.4,5.7,8.2,1.2,95.6,0.3,93.9,0.1
Missouri,Warren County,29219,76.2,0.2,17.6,0.5,1.1,0.4,6.4,0.4,0.6,0.3,3.09,0.1,19.1,2.2,2,0.6,3.4,NA,80.1,3.1,76.9,2.7,73.2,3.7,12654,317,0.6,0.6,0.4,0.6,0.2,0.3,1.1,0.7,2.8,1.1,21.1,2.7,14.7,2.2,78.9,2.7,88.7,1.9,76704,4494,NA,NA,41,1.1,60125,3346,29000,2721,39860,2587,0.9,0.9,1.7,1.1,0,0.1,28641,1769,2.7,0.07,34453,NA,NA,NA,NA,NA,NA,NA,2.1,0.7,4.4,1.5,7.2,1.6,0,0.5,3.4,1.8,0.5,0.6,10.5,1.2,92.7,0.8,91.7,0.1
Missouri,Washington County,29221,77.2,0.3,16.2,0.2,1.2,0.4,5.8,0.3,0.2,0.2,3.02,0.11,9.9,1.5,2.1,0.4,1.4,NA,66.6,3.1,60.9,3.5,67.9,3.2,9231,267,0.2,0.3,0,0.3,0,0.3,1.3,0.8,0.9,0.5,20.6,2.6,33.1,3.5,79.4,2.6,76.9,2.8,54810,3874,NA,NA,40.8,0.5,41483,2450,20390,1303,30422,1945,0.3,0.2,0,0.1,0.3,0.3,20581,1321,2.57,0.07,24860,NA,NA,NA,NA,NA,NA,NA,1.9,0.3,7.1,1.9,12.4,1.6,0,0.8,3.2,1.5,3.5,3.4,10.2,1.2,95.3,0.4,94.2,0.1
Missouri,Wayne County,29223,78.5,0.5,23.1,0.3,2.7,0.8,5,0.2,0.3,0.2,3.03,0.19,9.6,2,0.6,0.3,1.8,NA,67.9,3.8,61.8,4.2,57.5,3.6,5426,298,1.5,1.1,0.2,0.3,0,0.6,0.7,0.6,0.5,0.4,26.5,3.7,23.8,3.7,73.5,3.7,76.2,2.8,45398,3122,NA,NA,47.5,1,34316,2617,18236,2157,26380,2806,0.2,0.3,0,0.2,0,0.2,19457,1421,2.41,0.13,13195,NA,NA,NA,NA,NA,NA,NA,2.3,0.4,6.9,2.7,14,1.9,0.5,0.9,5.3,3.1,3.6,3.5,12.5,1.9,96.6,0.1,94.8,0.1
Missouri,Webster County,29225,73,0.2,15.5,0.2,1.7,0.3,7.4,0.2,0.4,0.1,3.22,0.08,16.8,1.4,1,0.4,2.1,NA,69.8,2.2,63.7,2.3,73.1,2.1,13575,235,0.5,0.3,0.2,0.2,0.5,0.6,2.7,0.8,1.6,0.7,25,2.2,10.6,1.6,75,2.2,86.1,1.5,64106,3093,NA,NA,36.7,0.3,50560,2412,26009,1034,32755,1884,0.5,0.2,0.5,0.3,0.2,0.2,22961,1112,2.78,0.05,38655,NA,17.8,2.7,10.8,2.8,26.5,5.4,1.8,0.4,4.2,1.1,13.8,1.9,0.5,0.7,12.2,4.2,8.6,4.4,9.1,0.9,95.5,0.4,94.1,0.2
Missouri,Worth County,29227,79.8,NA,24.7,0.9,6.1,1.5,5.5,0.2,0.1,0.2,2.78,0.25,20,3.3,0.5,0.9,1.5,1.1,74.6,5.3,64.6,5.3,65.4,5.2,859,62,0,3.4,0,3.4,0,3.4,1.5,1.3,0.3,0.6,23.6,3.9,6.1,3.1,76.4,3.9,89.8,3,59673,4645,NA,NA,48.1,0.9,53580,5869,26183,1778,32006,2919,0,0.2,0,1.5,0,1.5,26137,1868,2.31,0.17,2027,NA,NA,NA,NA,NA,NA,NA,1.5,1,3,2,6,1.8,0,6.3,1.6,1.7,1.4,2.3,7.6,2.1,97.8,1,96.4,1.5
Missouri,Wright County,29229,74.5,0.2,19.4,0.2,2,0.6,7.1,0.4,0.2,0.2,3.11,0.14,10.2,2,0.5,0.4,1.9,NA,67.7,3.1,60.5,3.9,66.8,3,7063,242,0.5,0.6,0.1,0.1,0.2,0.3,3.3,1.4,0.4,0.3,30,3,15.3,2.5,70,3,80.4,2.7,48932,4486,27.2,2,41.7,0.4,34776,2263,19181,1291,24377,1720,0.3,0.2,0.5,0.5,0.2,0.3,19850,1873,2.55,0.09,18203,NA,NA,NA,NA,NA,NA,NA,1.6,0.5,7.1,2.3,19.1,3.2,0.6,0.6,20.3,7.2,17.4,8.3,9.7,1.2,96.6,0.4,95,0.3
Missouri,St. Louis city,29510,80.6,0.1,13.1,0.1,1.6,0.1,6.4,0.1,3.4,0.1,3.07,0.04,36.3,0.8,46.4,0.2,4,NA,74.4,0.7,66.9,0.8,76.4,0.7,141952,1485,2.4,0.2,2.3,0.3,1.5,0.3,2.9,0.3,3.3,0.3,56.3,0.9,0.4,0.1,43.7,0.9,87.8,0.5,64089,1103,24.4,0.4,35.8,0.2,43896,1098,28186,591,37398,745,0.3,0.1,1,0.2,0.1,0.1,30542,511,2.1,0.02,308174,NA,21.8,0.9,15.5,1.3,33.8,2.5,2.4,0.3,6.6,0.4,10.8,0.5,1.2,0.4,5,0.8,3.4,1,6.5,0.3,46.5,0.2,43.6,0.1
Montana,Beaverhead County,30001,82.4,0.2,21.3,0.6,2.4,0.9,4.8,0.3,0.6,0.5,2.92,0.18,35.4,3.4,0.1,0.1,4.9,NA,76,3.5,77.5,3,70.7,3.6,3992,193,0,0.1,1,0.8,0,0.6,1.3,0.8,3.6,1.6,32.2,3.7,14.6,2.9,67.8,3.7,95.1,1.5,64856,6373,15.8,2,43,1.1,43201,4682,22728,1525,30794,2429,1.4,0.7,0.4,0.5,0.1,0.1,28401,2522,2.22,0.1,9415,NA,NA,NA,NA,NA,NA,NA,2.7,0.9,4.1,1.9,8.1,1.8,0.4,0.6,5.2,4.3,2.3,2.7,9.5,1.5,94.8,0.5,90.3,0.3
Montana,Big Horn County,30003,66.1,0.1,12.1,0.1,1.1,0.4,8.7,0.4,0.1,0.1,4.31,0.25,18.1,2.4,0,0.1,6.4,NA,66.3,3.7,63.3,3.3,62.8,3.3,3609,134,0.3,0.5,0.5,0.5,32,3,0.8,0.5,2.2,1.3,36.6,3.7,14.3,2.7,63.4,3.7,89.5,1.7,63920,5696,18.4,1.5,30.7,0.8,49859,5239,25387,1715,31400,1558,65.4,1.3,0.2,0.3,0,0.1,18934,1854,3.67,0.14,13387,NA,NA,NA,NA,NA,NA,NA,4.3,1.9,10.7,2.4,32.3,4.2,3.6,1.9,29.6,7.1,33.3,11,8.1,1.1,29.9,1.4,26.8,0.2
Montana,Blaine County,30005,70.1,NA,15.1,0.2,2.1,0.5,8.5,0.2,0.1,0.1,3.61,0.23,22.9,3,0.4,0.5,3.5,NA,70.1,3.8,63.9,4,62.2,4,2366,98,0.7,0.8,0.1,0.2,7.9,2,1.9,1.2,1.6,1.1,42,4.2,11.5,2.9,58,4.2,89.9,1.7,51976,3411,15,1.6,33.8,0.4,41279,2887,23482,1375,29525,2670,51.3,1,1.1,0.5,0,0.4,19258,1122,2.79,0.11,6719,NA,NA,NA,NA,NA,NA,NA,2,1,15.1,3.2,15.1,2,0.7,0.8,7.4,2.6,2.7,3.2,9.2,1.4,45,0.6,44.6,0.3
Montana,Broadwater County,30007,80.5,0.3,23.4,0.5,1.8,1,4.6,0.4,0,0.4,3.12,0.22,27.1,4.4,0.1,0.1,2.8,NA,73.1,5.5,70.6,5.6,71.2,5.1,2364,129,0,1.1,0,1.1,1,1.4,2.2,1.8,2,1.8,17.5,4,15.1,4.3,82.5,4,93.2,2,75505,11447,28.2,2.7,47.3,0.8,60594,5117,30913,1939,37830,4691,0.4,0.4,0.3,0.4,0,0.4,31631,4615,2.5,0.14,5945,NA,NA,NA,NA,NA,NA,NA,2.7,2,8.2,3.9,7.2,2.7,0,1.8,5.1,6,9.8,11,14.1,2.9,96.5,2.2,94.4,1.9
Montana,Carbon County,30009,82.3,0.2,25,0.3,3.4,0.8,3.6,0.1,0.3,0.1,2.96,0.14,30.4,2.9,0.4,0.3,2.5,NA,78.4,3,74,3.3,71.7,2.7,4524,195,1.1,0.6,1,0.8,0.1,0.2,3.2,1.5,1.5,0.7,23.6,3,13.3,2.1,76.4,3,94.2,1.3,71282,3579,25.7,1.9,50.5,0.5,58707,4269,29315,1180,35142,2296,1.3,0.5,0.3,0.2,0,0.2,33067,1886,2.32,0.1,10597,NA,NA,NA,NA,NA,NA,NA,1.1,0.5,3.6,1.2,6.9,1.5,0,1,3,1.6,5.6,4.6,12.6,1.7,96.6,0.1,94.3,0.2
Montana,Carter County,30011,78.4,2.7,22.6,3.2,2.7,1.3,6.2,2.3,0,1.9,2.61,0.22,20.2,4.3,0,1.9,0.1,0.2,77.9,6.1,76.4,6.7,61.1,7.9,628,89,0,3.9,0,3.9,0,3.9,2.1,2.3,0,3.9,28,6.3,26.4,7.3,72,6.3,92.5,2.4,64512,7318,18.2,4,47.8,4.5,48000,12523,30061,3899,31708,1329,0.8,0.7,0,1.9,0,1.9,28577,3530,2.07,0.22,1331,111,NA,NA,NA,NA,NA,NA,2.3,2.2,2.1,1.8,20.4,6.5,0,8.2,24.8,16.8,25.7,14.7,7,2.1,96.9,2.2,96.8,2.2
Montana,Cascade County,30013,77.5,0.1,18.3,0.1,2.6,0.4,6.7,0.1,0.7,0.2,2.88,0.05,25.7,1.3,1.3,0.2,4.5,NA,77,1.4,72.7,1.5,70.9,1.4,34329,454,0.8,0.3,0.4,0.2,0.1,0.1,1.6,0.3,1.6,0.4,35.6,1.4,8.6,0.9,64.4,1.4,91.8,0.9,69845,3510,NA,NA,38.3,0.4,49913,1616,28467,1134,35678,1075,4.6,0.5,1.3,0.4,0.1,0.1,30110,1509,2.3,0.03,81625,NA,13.3,1.4,8.6,1.6,16.3,2.7,4.4,0.6,3.8,0.6,7.8,0.8,0.1,0.1,3.6,1,2.2,1.3,15.2,0.9,87.7,0.4,85.2,0.1
Montana,Chouteau County,30015,76.3,0.5,20,0.4,2.9,0.6,5.5,0.4,0.6,0.5,3.04,0.16,28.3,2.8,0.2,0.3,2.6,NA,71.2,2.6,70,2.7,60.6,3.1,2274,77,0.4,0.5,0,0.1,0.3,0.3,0.9,0.7,0.6,0.4,36.2,2.8,11.6,2.6,63.8,2.8,92.6,1.5,57531,4182,18.8,1.4,41.9,1.8,42298,2436,24726,2112,27176,1906,18.7,1,0.4,0.4,0,0.1,23769,1549,2.49,0.08,5732,NA,NA,NA,NA,NA,NA,NA,2.2,1.1,1.8,1.2,10.9,1.8,0.1,0.3,6.8,2.6,6.2,4.7,8.8,1.4,77.7,0.8,76.9,0.4
Montana,Custer County,30017,78,0.7,19.1,0.4,2.5,0.6,5.7,0.3,0.1,0.1,2.9,0.13,24.6,2.3,0.6,0.2,3.4,NA,76.5,3,75.7,3.1,70.4,2.5,4903,162,0.2,0.3,0.3,0.4,0.1,0.2,2.8,1.2,1,0.8,31.2,3.3,10,1.8,68.8,3.3,92,1.7,70861,4795,12.5,1,41.4,0.9,52965,4494,28832,1668,36913,1880,1,0.7,0.7,0.6,0.2,0.2,30504,1866,2.3,0.07,11729,NA,NA,NA,NA,NA,NA,NA,3.6,0.8,2.3,1.4,5.8,1.1,0.2,0.5,3.7,1.7,2.6,2.5,10.1,1.2,93.7,0.5,91.8,0.2
Montana,Daniels County,30019,77.2,3.9,24.5,3.6,5.8,2.3,5,1.8,0.8,0.5,2.59,0.28,24,4.4,0,1.4,2.7,1.7,74.3,6.6,68.7,6.2,69.7,7.4,857,78,0.5,0.6,0.8,1.3,0,2.9,1.8,2.5,0.8,1.3,21.6,5.8,5.1,4.1,78.4,5.8,95.3,2.1,74287,11128,NA,NA,49.2,8.8,57440,6159,32053,2117,37000,7850,3.2,1.9,0,1.4,0,1.4,35133,5650,1.99,0.15,1730,157,NA,NA,NA,NA,NA,NA,0.3,0.4,2,1.9,4.4,2.6,1,1.2,3,2.9,0,22.7,9.6,3.8,95.7,2,93,2.6
Montana,Dawson County,30021,78.8,0.1,18.6,0.4,1.4,0.5,6.4,0.4,0.2,0.3,2.72,0.15,22.2,4.6,0.8,0.8,3.1,NA,77.6,5,71.8,4.5,73,4,3930,194,0.3,0.4,0.5,0.9,0,0.6,0.2,0.3,0.9,0.9,31.7,6,16,4,68.3,6,93,2.8,72049,8589,16.9,2.6,41,1.4,58596,4597,29196,3944,36696,5631,2.4,0.8,0.5,0.4,0,0.3,31658,3525,2.18,0.1,9017,NA,NA,NA,NA,NA,NA,NA,1.6,0.9,1.9,1.6,4.1,1.5,0.4,0.4,0.5,0.6,0.3,0.4,9.9,1.8,94.5,0.7,92.3,0.1
Montana,Deer Lodge County,30023,84.1,1,22.8,0.5,2,0.6,3.8,0.6,0.8,0.6,2.79,0.21,20.4,3.4,0.7,0.7,3.5,NA,74.1,4.1,63.8,4.1,64.5,4.3,3903,229,1,1.2,0,0.6,0.3,0.5,0.7,0.7,1.3,0.7,32.2,3.6,4.2,1.9,67.8,3.6,91.1,2,54982,3732,NA,NA,48.6,0.7,41820,2548,23700,2039,29126,2404,1.9,1,0.5,0.8,0.1,0.1,26241,2447,2.08,0.1,9106,NA,NA,NA,NA,NA,NA,NA,3.2,1.1,3.6,2.1,7.5,2,0.2,0.5,6.7,3.9,7.2,8,10.2,1.7,92.9,0.8,90.1,0.3
Montana,Fallon County,30025,75.1,2.3,17.8,3.4,3.6,1.4,6.2,1.6,1.7,2.4,2.82,0.16,19,5.5,0,0.1,2,1,80.6,6.9,77.4,6.8,67.8,7.5,1334,76,3.8,5.2,3.8,5.2,0,1.9,0.1,0.3,1.6,2.4,28,5.4,15.6,5.1,72,5.4,94.6,2.7,80843,7603,NA,NA,39.3,1.6,64545,8729,38867,5492,42500,9555,1,0.8,0,0.1,0,0.9,37024,3737,2.12,0.12,2921,139,NA,NA,NA,NA,NA,NA,1.8,2.4,1.4,1.9,10.6,6.7,0,5.4,18.4,15.2,20,24.4,4.6,1.7,95.3,1.7,94.4,1.8
Montana,Fergus County,30027,79.1,0.2,23.2,0.3,3.5,0.9,6.3,0.6,0.6,0.7,2.83,0.17,29.1,3.1,0.1,0.1,0.9,0.7,78.6,3.8,72.1,4.2,69,3.9,4912,217,0,0.5,0.1,0.1,0.6,0.7,1.3,0.7,1.6,1.3,27.2,4.5,12.5,3.3,72.8,4.5,92.7,2,67775,7396,NA,NA,45.3,0.6,50540,4972,27245,1767,29717,3356,1.4,0.9,0.5,0.5,1.9,1.5,30529,2919,2.2,0.09,11221,NA,NA,NA,NA,NA,NA,NA,1.1,0.6,3.4,2.3,9.2,2.2,0.7,0.8,3.7,3.1,1.8,1.4,9.3,1.6,94.5,0.5,94.1,0.2
