date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
2018-06-07,shot,gun,50,M,W,Benton City,WA,False,other,Not fleeing,False
2018-06-08,shot,unarmed,36,M,W,Madison County,MS,False,other,Not fleeing,False
2018-06-08,shot,gun,47,M,W,Hardwick,NJ,True,attack,Car,False
2018-06-09,shot,vehicle,36,F,B,Deptford,NJ,False,other,Car,False
2018-06-09,shot,gun,49,M,W,Temple,TX,False,attack,Not fleeing,False
2018-06-10,shot,unknown weapon,34,M,W,Westminister,CO,False,other,Foot,False
2018-06-11,shot,unarmed,41,M,B,Silver Spring,MD,True,attack,Not fleeing,True
2018-06-11,shot,knife,29,M,H,Whittier,CA,False,other,Car,False
2018-06-12,shot,gun,34,M,B,Danville,IL,False,attack,Car,False
2018-06-12,shot,unarmed,34,M,W,Phoenix,AZ,False,other,Not fleeing,False
2018-06-12,shot,gun,22,M,B,Washington,DC,False,attack,Not fleeing,False
2018-06-12,shot,gun,26,M,B,Monroe,GA,True,attack,,False
2018-06-12,shot,knife,32,M,W,Hardwick,NJ,False,other,Not fleeing,False
2018-06-13,shot,gun,NA,M,,Denver,CO,False,attack,Foot,False
2018-06-13,shot,gun,44,M,W,Pike County,OH,False,attack,Not fleeing,False
2018-06-13,shot,toy weapon,21,M,W,Eustis,FL,True,attack,Not fleeing,False
2018-06-14,shot,gun,NA,F,,Denver,CO,False,attack,Not fleeing,False
2018-06-14,shot,gun,29,M,H,Hall County,GA,False,attack,Foot,False
2018-06-14,shot,gun and car,18,M,B,Las Vegas,NV,False,attack,Car,False
2018-06-14,shot,gun,33,M,B,Kansas City,MO,False,attack,Not fleeing,False
2018-06-14,shot,sword,28,F,W,Kansas City,MO,False,undetermined,Not fleeing,False
2018-06-14,shot,gun,NA,M,W,Kansas City,MO,True,other,Not fleeing,False
2018-06-14,shot,gun,40,M,H,Kirkland,WA,False,other,Not fleeing,False
2018-06-15,shot,unarmed,40,M,W,Nokomis,IL,False,other,Foot,False
2018-06-16,shot,toy weapon,53,M,,Mesa,AZ,False,attack,Not fleeing,False
2018-06-16,shot,knife,37,M,B,Warwick,NY,False,other,Not fleeing,False
2018-06-16,shot,unarmed,47,M,H,Albuquerque,NM,False,attack,Car,False
2018-06-16,shot,knife,30,M,,Van Nuys,CA,True,attack,Not fleeing,False
2018-06-16,shot,gun,48,M,,Phoenix,AZ,False,attack,Car,False
2018-06-17,shot,gun,33,M,B,Trenton,NJ,False,attack,Not fleeing,False
2018-06-17,shot,gun,44,M,H,South Salt Lake,UT,False,other,Not fleeing,False
2018-06-19,shot,gun,65,M,W,Cumming,GA,False,attack,Not fleeing,False
2018-06-19,shot,gun,20,M,B,Stone Mountain,GA,False,attack,Not fleeing,False
2018-06-19,shot,unarmed,17,M,B,Pittsburgh,PA,False,other,Foot,False
2018-06-19,shot,knife,55,M,W,Tucumcari,NM,False,attack,Not fleeing,False
2018-06-20,shot,unarmed,33,M,B,Kingsland,GA,False,attack,Foot,True
2018-06-20,shot,gun,29,M,W,Parma,OH,False,attack,Not fleeing,False
2018-06-20,shot,metal pole,44,M,W,Bend,OR,False,other,Not fleeing,False
2018-06-22,shot,knife,37,M,W,Fairfield,OH,False,attack,Not fleeing,False
2018-06-22,shot,knife,32,M,B,Atlantic City,NJ,False,attack,Not fleeing,True
2018-06-22,shot,knife,31,M,W,Harrisonburg,VA,False,attack,Not fleeing,False
2018-06-22,shot,toy weapon,NA,M,,Inglewood,CA,True,attack,Not fleeing,False
2018-06-22,shot,knife,20,M,W,Albany,NY,True,attack,Not fleeing,False
2018-06-23,shot,gun,30,M,B,Minneapolis,MN,False,attack,Foot,True
2018-06-23,shot,knife,25,M,B,Monroe,LA,False,attack,Not fleeing,False
2018-06-23,shot,gun,NA,M,,San Diego,CA,False,attack,Not fleeing,False
2018-06-23,shot,gun,47,M,W,Coos Bay,OR,False,attack,Not fleeing,False
2018-06-23,shot,gun and knife,48,M,W,Meridian,ID,False,other,Not fleeing,False
2018-06-23,shot,gun,38,M,,Centennial,CO,False,attack,Car,False
2018-06-23,shot,bow and arrow,32,M,O,North Shore,HI,True,attack,Not fleeing,False
2018-06-25,shot,unknown weapon,18,M,H,Galveston,TX,False,other,,False
2018-06-25,shot,gun,29,M,W,Garland,TX,False,attack,Car,False
2018-06-25,shot,gun,30,M,W,Grenada,MS,False,other,Car,False
2018-06-25,shot,gun,36,M,,Prompton,PA,True,attack,Not fleeing,False
2018-06-27,shot,gun,39,M,W,Aurora,CO,False,attack,Foot,False
2018-06-29,shot,gun,36,M,H,Aurora,CO,False,attack,Car,True
2018-06-29,shot,gun,36,M,W,Russellville,AR,False,attack,Not fleeing,False
2018-06-29,shot,gun,54,M,W,Dade City,FL,True,attack,Not fleeing,False
2018-06-29,shot,unknown weapon,27,M,B,Pomona,CA,False,undetermined,Car,False
2018-06-29,shot,gun,45,M,W,Portland,OR,False,undetermined,,False
2018-06-29,shot,gun,19,M,B,Phoenix,AZ,False,attack,Not fleeing,False
2018-06-29,shot,ax,36,M,W,North Pole,AK,False,other,,False
2018-06-29,shot,knife,33,M,W,Lawrenceburg,TN,False,other,Foot,False
2018-06-29,shot,gun,56,M,W,Waterford Township,MI,True,attack,Car,False
2018-07-01,shot,metal object,NA,M,,Santa Ana,CA,False,undetermined,Not fleeing,False
2018-07-01,shot,gun,33,M,W,Boise,ID,False,attack,Foot,False
2018-07-01,shot,sword,60,M,A,Grandview,MO,False,other,Not fleeing,False
2018-07-01,shot,knife,26,M,W,Panora,IA,False,other,Not fleeing,False
2018-07-03,shot,gun,52,M,W,South Elgin,IL,False,attack,Not fleeing,False
2018-07-03,shot,knife,40,M,B,Fayetteville,NC,False,attack,Not fleeing,False
2018-07-03,shot,gun,33,M,B,Chicago,IL,False,other,Foot,True
2018-07-03,shot and Tasered,knife,41,M,W,Lawton,OK,False,attack,Not fleeing,False
2018-07-04,shot,gun,35,M,,Spalding County,GA,True,attack,Not fleeing,True
2018-07-04,shot,knife,32,M,N,Pueblo,CO,False,attack,Not fleeing,False
2018-07-04,shot,gun,34,M,H,Red Bluff,CA,True,attack,Not fleeing,False
2018-07-05,shot,unarmed,26,M,W,Devil's Lake,ND,False,attack,Foot,True
2018-07-05,shot,knife,62,M,A,Louisville,KY,False,other,Not fleeing,False
2018-07-05,shot,gun,33,F,H,Tempe,AZ,False,attack,Other,False
2018-07-05,shot,gun,55,M,W,Eustis,FL,True,other,Not fleeing,False
2018-07-05,shot,toy weapon,38,M,W,Calaveras County,CA,True,attack,Not fleeing,False
2018-07-06,shot,gun,43,M,B,Overland Park,KS,False,attack,Not fleeing,False
2018-07-06,shot,incendiary device,38,M,A,Copper Center,AK,False,other,,True
2018-07-07,shot,unarmed,27,M,W,Amity,OR,False,attack,Foot,False
2018-07-07,shot,knife,52,M,W,Jacksonville,FL,True,attack,Not fleeing,False
2018-07-07,shot,unknown weapon,NA,M,,Adams County,CO,False,attack,Other,False
2018-07-07,shot,unarmed,37,M,B,Vineland,NJ,True,other,,True
2018-07-08,shot,gun,NA,M,,Westminster,CA,False,other,Other,False
2018-07-08,shot,gun,34,M,W,Tucson,AZ,False,other,Not fleeing,False
2018-07-08,shot,gun,41,M,W,Grand Forks,ND,True,other,Not fleeing,False
2018-07-10,shot,knife,40,M,W,Garland,TX,False,attack,Not fleeing,False
2018-07-10,shot,gun,53,M,H,Miami,FL,False,attack,Car,False
2018-07-10,shot,gun,21,M,W,Casper,WY,True,other,Car,False
2018-07-11,shot,knife,45,F,W,Willis,TX,False,other,Not fleeing,False
2018-07-11,shot,toy weapon,34,M,H,Los Banos,CA,False,other,Not fleeing,False
2018-07-11,shot,gun,22,M,H,Las Vegas,NV,False,attack,Car,False
2018-07-13,shot,gun,25,M,H,Dilley,TX,False,attack,Not fleeing,True
2018-07-13,shot and Tasered,knife,16,M,W,Chanhassen,MN,True,attack,Not fleeing,True
2018-07-14,shot,gun,37,M,B,Chicago,IL,False,other,Foot,True
2018-07-14,shot,gun,68,M,B,Florence,SC,False,attack,Not fleeing,False
2018-07-15,shot,gun,25,M,B,Kansas City,MO,False,attack,Not fleeing,False
2018-07-15,shot,gun,34,M,W,Alvin,TX,True,attack,Not fleeing,False
2018-07-15,shot,gun,23,M,H,Albuquerque,NM,False,attack,Not fleeing,False
2018-07-17,shot,unknown weapon,25,M,W,Altoona,IA,False,other,Car,False
2018-07-17,shot,gun,57,M,H,Sparks,NV,False,other,,False
2018-07-17,shot,gun,27,M,H,Tucson,AZ,False,attack,Car,False
2018-07-17,shot,gun,51,M,W,Lenoir,NC,False,attack,Not fleeing,False
2018-07-18,shot,gun,30,M,H,Albuquerque,NM,False,attack,Not fleeing,False
2018-07-18,shot,gun,33,M,W,Fletcher,NC,False,attack,Not fleeing,False
2018-07-18,shot,gun,NA,M,W,Pattison,TX,False,attack,Not fleeing,False
2018-07-19,shot,gun,19,M,H,Peoria,IL,False,other,Foot,False
2018-07-19,shot,gun,22,M,H,Pico Rivera,CA,False,other,Other,False
2018-07-20,shot,toy weapon,37,M,H,Fresno,CA,False,attack,Not fleeing,False
2018-07-20,shot,gun,19,M,W,San Antonio,TX,False,attack,Foot,False
2018-07-20,shot,gun,33,M,O,Puna,HI,False,attack,Car,False
2018-07-20,shot,gun,38,M,W,Lady Lake,FL,False,attack,Not fleeing,False
2018-07-20,shot,gun,45,M,H,Riverside,CA,False,attack,Car,False
2018-07-21,shot,gun and car,39,M,W,Tucson,AZ,False,attack,Foot,False
2018-07-21,shot,vehicle,21,M,H,Mesa,AZ,False,attack,Not fleeing,False
2018-07-21,shot,knife,56,M,W,Toledo,OH,False,attack,Not fleeing,False
2018-07-21,shot,unarmed,27,F,H,Los Angeles,CA,False,other,Foot,True
2018-07-21,shot,toy weapon,50,M,H,Anaheim,CA,True,other,Foot,False
2018-07-22,shot,vehicle,16,M,W,Bixby,OK,False,attack,Car,False
2018-07-22,shot,gun,18,M,W,Hanover,CO,False,attack,Not fleeing,False
2018-07-22,shot,unknown weapon,38,M,H,Riverside,CA,False,other,Not fleeing,False
2018-07-22,shot,box cutter,32,M,H,Highland,CA,False,attack,Foot,False
2018-07-23,shot,machete,33,M,H,Burlington,NC,True,other,Not fleeing,False
2018-07-23,shot,gun,71,M,W,Bristol,VA,True,attack,Not fleeing,False
2018-07-23,shot,knife,30,M,H,Silver Spring,MD,True,other,Not fleeing,False
2018-07-24,shot,vehicle,39,F,W,Soddy-Daisy,TN,False,attack,Car,False
2018-07-24,shot,gun,19,M,B,Starke,FL,False,other,Car,False
2018-07-24,shot,gun,44,M,W,Seaside,OR,False,other,Not fleeing,True
2018-07-25,shot,vehicle,54,M,W,Spokane,WA,False,attack,Car,False
2018-07-25,shot,gun,29,M,B,Memphis,TN,True,attack,Not fleeing,True
2018-07-25,shot,gun,NA,M,H,Amarillo,TX,False,other,Not fleeing,False
2018-07-25,shot,unarmed,56,M,W,Lake Havasu,AZ,True,other,Not fleeing,True
2018-07-25,shot,gun,64,M,W,LaFollette,TN,True,attack,Not fleeing,False
2018-07-26,shot,gun,25,M,B,Nashville,TN,False,other,Foot,True
2018-07-26,shot,gun,43,M,,Walton County,GA,False,attack,Foot,False
2018-07-26,shot,gun,18,M,H,Kent Station,WA,False,other,Not fleeing,False
2018-07-26,shot,gun,36,M,W,Lakemoor,IL,False,other,Not fleeing,False
2018-07-26,shot,toy weapon,24,M,H,Redondo Beach,CA,False,undetermined,Not fleeing,False
2018-07-26,shot,gun,30,M,W,Springdale,AR,False,attack,Not fleeing,False
2018-07-26,shot,gun,53,M,A,Nanakuli,HI,True,attack,Not fleeing,False
2018-07-27,shot,unarmed,60,F,B,Savannah,GA,False,other,,False
2018-07-27,shot,gun,32,M,H,Los Angeles,CA,False,attack,Not fleeing,True
2018-07-28,shot,gun,25,M,B,Toledo,OH,False,other,Foot,True
2018-07-28,shot,unarmed,44,M,H,South Whitehall Township,PA,False,undetermined,Not fleeing,False
2018-07-28,shot,undetermined,32,M,W,Pineville,LA,False,undetermined,Car,False
2018-07-28,shot,gun,33,M,W,Aberdeen,NC,False,attack,Not fleeing,False
2018-07-29,shot,vehicle,NA,M,,Adams County,CO,False,attack,Car,False
2018-07-30,shot,gun,NA,M,W,Aurora,CO,False,other,Not fleeing,False
2018-07-31,shot,gun,35,M,B,Mississippi County,AR,False,attack,Foot,False
2018-07-31,shot,gun,23,M,H,Glendale,AZ,False,attack,Not fleeing,False
2018-08-01,shot,gun,27,M,B,Oxon Hill,MD,False,other,Foot,False
2018-08-01,shot,gun,53,M,W,Tucson,AZ,False,other,Not fleeing,False
2018-08-01,shot,gun,35,M,H,Hereford,TX,False,attack,Not fleeing,False
2018-08-01,shot,gun,41,M,B,Sussex County,VA,False,attack,Car,False
2018-08-02,shot,vehicle,57,M,,Westminster,CO,False,attack,Car,False
2018-08-02,shot,toy weapon,18,M,W,Apopka,FL,False,attack,Not fleeing,False
2018-08-03,shot,gun,34,M,B,Pine Bluff,AR,False,attack,Not fleeing,False
2018-08-03,shot,gun,49,M,W,Trumann,AR,True,attack,Not fleeing,False
2018-08-03,shot,gun,31,M,W,Deer Park,WA,True,attack,Not fleeing,False
2018-08-03,shot,Taser,29,M,H,Seville,FL,True,other,Not fleeing,True
2018-08-04,shot,gun,33,M,W,Liberty,MO,True,attack,Not fleeing,False
2018-08-04,shot,gun,38,M,W,Delray Beach,FL,True,other,Not fleeing,False
2018-08-05,shot,gun,43,M,N,St. Paul,MN,False,other,Not fleeing,True
2018-08-05,shot,gun,58,M,,Hesperia,CA,False,other,Not fleeing,False
2018-08-05,shot,baseball bat,29,M,W,Las Cruces,NM,True,attack,Not fleeing,False
2018-08-05,shot,gun,68,M,W,Van Buren,AR,False,attack,Not fleeing,False
2018-08-06,shot,knife,62,M,B,Las Vegas,NV,True,attack,Not fleeing,True
2018-08-06,shot,metal pipe,39,M,B,Atlanta,GA,False,attack,Not fleeing,False
2018-08-06,shot,gun,59,M,B,Philadelphia,PA,False,attack,Not fleeing,False
2018-08-07,shot,gun,24,M,W,Monroe County,IN,False,attack,Not fleeing,True
2018-08-07,shot,gun,70,M,H,Los Angeles,CA,False,other,,False
2018-08-07,shot,gun,42,M,H,Salt River Reservation,AZ,False,other,Other,False
2018-08-07,shot,vehicle,26,M,W,Shreveport,LA,False,other,Car,False
2018-08-08,shot,vehicle,24,M,W,Carthage,TN,False,attack,Not fleeing,False
2018-08-08,shot,chain,48,M,B,San Diego,CA,False,attack,Not fleeing,False
2018-08-08,shot,knife,NA,M,,Las Vegas,NV,True,attack,Not fleeing,True
2018-08-08,shot,knife,54,M,B,Omaha,NE,False,attack,Not fleeing,False
2018-08-09,shot,gun,48,M,B,Philadelphia,PA,False,attack,Foot,False
2018-08-09,shot,gun,37,M,W,Durham,NC,True,attack,Not fleeing,True
2018-08-09,shot,gun,40,M,B,Landover,MD,False,other,Foot,False
2018-08-09,shot,gun,28,M,B,Columbus,OH,False,attack,Foot,False
2018-08-10,shot,gun,43,M,W,Denham Springs,LA,False,attack,,False
2018-08-11,shot,gun,49,M,,Akron,OH,True,attack,Foot,False
2018-08-12,shot,knife,35,M,W,Hawkins,WI,True,other,Not fleeing,False
2018-08-12,shot,gun,21,M,H,Los Angeles,CA,False,attack,Foot,False
2018-08-12,shot,gun,40,M,B,Waynesboro,VA,False,attack,Car,False
2018-08-13,shot,gun,32,M,B,Oklahoma City,OK,False,attack,Foot,False
2018-08-13,shot,gun,48,M,B,Milwaukee,WI,True,other,Not fleeing,True
2018-08-13,shot,gun,32,M,B,Richton Park,IL,False,attack,Foot,True
2018-08-13,shot,gun,31,M,W,Creston,IA,True,other,Not fleeing,False
2018-08-14,shot,gun and knife,NA,M,H,Fresno,CA,True,attack,Not fleeing,True
2018-08-16,shot,gun,58,M,W,Olustee,FL,False,attack,Not fleeing,False
2018-08-16,shot,knife,30,M,B,Wasilla,AK,False,attack,Not fleeing,False
2018-08-17,shot and Tasered,gun,21,M,B,Austin,TX,False,attack,,False
2018-08-18,shot,gun,15,M,H,Ceres,CA,False,other,Other,True
2018-08-18,shot,knife,30,M,W,Los Angeles,CA,False,other,Not fleeing,False
2018-08-18,shot and Tasered,gun,28,M,H,Phoenix,AZ,False,other,Foot,False
2018-08-19,shot,toy weapon,21,M,B,Bakersfield,CA,False,other,Not fleeing,False
2018-08-19,shot,gun,42,M,,Spokane,WA,True,attack,Not fleeing,False
2018-08-19,shot,gun,33,M,B,Atlanta,GA,False,attack,Not fleeing,False
2018-08-19,shot,gun,NA,M,W,Great Falls,MT,False,other,Not fleeing,False
2018-08-20,shot,vehicle,36,M,B,Philadelphia,PA,False,attack,Car,False
2018-08-20,shot,gun,38,M,W,Gonic,NH,False,attack,Not fleeing,False
2018-08-23,shot,vehicle,34,F,H,Los Lunas,NM,False,other,Not fleeing,False
2018-08-23,shot,sharp object,23,F,W,Columbus,OH,False,attack,Not fleeing,False
2018-08-24,shot,crossbow,44,M,W,Enoree,SC,True,attack,Not fleeing,False
2018-08-24,shot,toy weapon,20,M,B,Cincinnati,OH,False,attack,Not fleeing,True
2018-08-24,shot,knife,41,M,H,Bakersfield,CA,False,other,,False
2018-08-25,shot,gun,18,M,W,Montgomery County,VA,True,other,Not fleeing,False
2018-08-25,shot,gun,29,M,W,Manchester Township,PA,False,attack,Not fleeing,False
2018-08-25,shot,gun,37,F,W,Alamosa,CO,False,attack,Car,False
2018-08-26,shot,gun,41,F,W,Blacksburg,SC,True,attack,Not fleeing,False
2018-08-27,shot,gun and vehicle,25,M,W,Phoenix,AZ,False,attack,Car,False
2018-08-27,shot,gun,20,M,W,Phoenix,AZ,False,attack,Not fleeing,False
2018-08-27,shot,knife,34,M,W,Redding,CA,True,other,Not fleeing,False
2018-08-28,shot,unknown weapon,37,M,H,Tarboro,NC,False,other,Not fleeing,False
2018-08-28,shot,gun,18,M,W,Redlands,CA,True,attack,Not fleeing,False
2018-08-29,shot,gun,72,M,W,Washington Court House,OH,False,other,Not fleeing,False
2018-08-29,shot,vehicle,17,M,B,Houston,TX,False,attack,Car,False
2018-08-30,shot,gun,45,F,W,Beverly Hills,FL,False,attack,Not fleeing,False
2018-08-30,shot,toy weapon,49,F,H,Pasadena,CA,True,other,Not fleeing,True
2018-08-31,shot,gun,64,M,W,Floral City,FL,True,attack,Not fleeing,False
2018-08-31,shot,knife,36,M,W,Fairview,TN,True,other,Not fleeing,False
2018-08-31,shot,gun,61,M,W,Sedalia,CO,False,attack,Not fleeing,True
2018-09-01,shot,vehicle,24,M,B,Arlington,TX,False,attack,Car,False
2018-09-03,shot,gun,70,M,H,Bernalillo,NM,False,other,,False
2018-09-03,shot,knife,40,M,W,Cheney,WA,True,other,Not fleeing,False
2018-09-03,shot,gun,21,M,B,Covington,GA,False,attack,Foot,False
2018-09-04,shot,knife,27,M,W,Westminster,CO,False,attack,Not fleeing,False
2018-09-05,shot,unarmed,23,M,B,Hollywood,FL,False,other,Not fleeing,False
2018-09-05,shot,undetermined,33,M,W,Morris,AL,False,other,Car,False
2018-09-05,shot,gun,45,M,W,Jonesville,NC,False,attack,Not fleeing,False
2018-09-06,shot,toy weapon,19,M,B,Sacramento,CA,False,attack,Foot,False
2018-09-07,shot,gun,28,M,B,Pawtucket,RI,False,attack,,False
2018-09-08,shot,gun,63,M,W,Citronelle,AL,False,attack,Not fleeing,False
2018-09-09,shot,gun,NA,M,B,Greenville,NC,False,attack,Not fleeing,False
2018-09-09,shot,knife,43,M,,Stanwood,WA,False,other,Not fleeing,False
2018-09-09,shot and Tasered,gun and knife,39,F,B,Missouri City,TX,False,other,Not fleeing,False
2018-09-10,shot,gun and knife,53,M,,Tucson,AZ,True,other,Not fleeing,False
2018-09-11,shot,gun,57,M,W,Georgetown,KY,False,attack,,False
2018-09-12,shot,gun,32,M,H,Buffalo,NY,False,attack,Not fleeing,True
2018-09-12,shot,gun,38,M,B,Gary,IN,False,attack,Not fleeing,False
2018-09-13,shot,box cutter,36,M,A,Henderson,NV,False,attack,Not fleeing,True
2018-09-14,shot,gun,46,M,B,Detroit,MI,False,attack,Not fleeing,True
2018-09-14,shot,gun,31,M,W,Cumming,GA,False,attack,Not fleeing,False
2018-09-14,shot,gun,40,M,W,Mesa,AZ,True,attack,Not fleeing,False
2018-09-15,shot,gun,31,M,W,Ankeny,IA,False,attack,Not fleeing,True
2018-09-15,shot,knife,50,M,W,Jacksonville,AR,False,attack,Not fleeing,True
2018-09-16,shot,gun,29,M,H,Lancaster,PA,False,attack,Not fleeing,False
2018-09-16,shot,gun,40,M,,Walla Walla,WA,True,other,Not fleeing,False
2018-09-16,shot,unknown weapon,25,M,W,Manitowoc,WI,False,other,Not fleeing,False
2018-09-16,shot,gun,31,M,B,Shreveport,LA,False,attack,Not fleeing,False
2018-09-17,shot,gun,23,M,H,Temple Hills,MD,False,other,Foot,False
2018-09-17,shot,knife,54,F,W,Maspeth,NY,True,attack,Not fleeing,True
2018-09-17,shot,vehicle,44,M,W,Christian County,KY,False,attack,Car,False
2018-09-18,shot,gun,43,M,W,Virginia Beach,VA,False,attack,Foot,False
2018-09-18,shot,knife,37,M,W,Marysville,WA,True,attack,Not fleeing,False
2018-09-20,shot,gun,55,M,W,Honolulu,HI,False,attack,Not fleeing,False
2018-09-20,shot,gun,40,M,H,Miami,FL,False,attack,Car,False
2018-09-22,shot,gun,26,M,W,Henderson,NV,False,attack,Foot,True
2018-09-23,shot,gun,29,M,B,Baltimore,MD,False,attack,Not fleeing,True
2018-09-24,shot,box cutter,29,M,W,Williamsburg,KY,False,attack,Not fleeing,False
2018-09-24,shot,vehicle,44,M,,Stead,NV,True,other,Not fleeing,True
2018-09-24,shot,gun,42,M,H,East Los Angeles,CA,False,attack,Not fleeing,False
2018-09-24,shot,gun,20,M,W,Peoria,AZ,False,attack,Not fleeing,False
2018-09-25,shot,gun,34,M,B,Orlando,FL,False,other,Not fleeing,False
2018-09-25,shot,knife,41,M,H,Stanfordville,NY,False,other,Not fleeing,False
2018-09-26,shot,vehicle,29,M,B,Newark,NJ,False,attack,Car,False
2018-09-27,shot,gun and knife,19,M,W,Enid,OK,False,attack,Car,False
2018-09-27,shot,gun,32,M,H,Las Cruces,NM,False,other,Foot,False
2018-09-27,shot,vehicle,23,M,W,Hammond,LA,False,other,Not fleeing,True
2018-09-27,shot,gun,41,M,B,Palatka,FL,False,other,Not fleeing,False
2018-09-27,shot and Tasered,knife,37,M,H,Honolulu,HI,False,other,Not fleeing,False
2018-09-28,shot,gun,24,M,W,Johns Island,SC,False,attack,Not fleeing,False
2018-09-29,shot,undetermined,54,M,N,Okmulgee,OK,False,other,Car,False
2018-09-29,shot,crossbow,58,M,W,Nampa,ID,True,attack,,False
2018-09-29,shot,gun,40,M,W,Epping,NH,False,other,Not fleeing,False
2018-09-30,shot,gun,27,M,B,Portland,OR,False,attack,,False
2018-09-30,shot,ax,40,M,W,Greenback,TN,True,other,Not fleeing,False
2018-10-01,shot,knife,23,M,W,Hastings,MN,False,attack,Foot,True
2018-10-01,shot,unarmed,33,M,W,Orlando,FL,True,other,Not fleeing,False
2018-10-02,shot,gun,26,M,W,Mableton,GA,True,attack,Not fleeing,False
2018-10-02,shot,vehicle,36,F,B,Victorville,CA,False,attack,Not fleeing,False
2018-10-03,shot,gun,38,M,B,Bartlett,TN,True,attack,Not fleeing,False
2018-10-04,shot,knife,25,M,W,Greenville,MS,False,attack,,False
2018-10-04,shot,gun,45,M,,Scarbo,WV,False,attack,Not fleeing,False
2018-10-05,shot,gun,NA,M,,Hayti,MO,False,attack,Not fleeing,False
2018-10-05,shot,gun,31,M,B,Nashville,TN,False,attack,Not fleeing,False
2018-10-05,shot,gun,48,M,W,Klamath Falls,OR,False,attack,Foot,False
2018-10-05,shot,knife,43,M,N,Chinle,AZ,False,other,Not fleeing,False
2018-10-07,shot,machete,51,M,A,Honolulu,HI,True,attack,Not fleeing,True
2018-10-07,shot,toy weapon,36,M,W,Auburn,CA,True,attack,Not fleeing,False
2018-10-07,shot,gun,39,M,W,Lawtey,FL,True,attack,Not fleeing,False
2018-10-08,shot,knife,22,M,H,Clovis,NM,False,other,Foot,False
2018-10-08,shot,vehicle,24,M,W,Okarche,OK,False,attack,Car,False
2018-10-08,shot,vehicle,36,M,W,Oak Ridge,TN,False,attack,Car,False
2018-10-08,shot,gun,25,M,W,Larimer County,CO,False,other,Car,False
2018-10-10,shot,knife,30,M,W,Portland,OR,False,other,Not fleeing,False
2018-10-10,shot,gun,76,M,W,El Paso,TX,False,attack,Not fleeing,False
2018-10-10,shot,gun,39,M,B,Rochester,NY,False,attack,Car,False
2018-10-10,shot,knife,26,M,,Thousand Oaks,CA,True,other,Not fleeing,True
2018-10-10,shot,gun,49,F,W,Sullivan,IN,False,attack,Not fleeing,False
2018-10-10,shot,gun,21,M,W,Las Vegas,NV,True,attack,Foot,True
2018-10-10,shot,gun,31,M,B,Milwaukee,WI,False,attack,Not fleeing,True
2018-10-11,shot,gun,NA,M,,Huntington Beach,CA,False,other,Car,False
2018-10-11,shot,knife,22,M,B,West Jordan,UT,False,other,,False
2018-10-12,shot,gun,34,M,,Cobb County,GA,False,attack,,False
2018-10-12,shot,knife,27,M,B,Fort Smith,AR,False,other,Not fleeing,False
2018-10-12,shot,vehicle,26,F,O,Puna,HI,False,attack,Not fleeing,False
2018-10-12,shot,gun,84,M,W,Chandler,AZ,True,attack,Not fleeing,False
2018-10-12,shot and Tasered,knife,17,M,W,Orem,UT,False,other,Not fleeing,False
2018-10-14,shot,knife,17,M,H,Woodville,CA,True,attack,Not fleeing,False
2018-10-14,shot,gun,55,M,,Alamogordo,NM,False,other,Not fleeing,False
2018-10-14,shot,gun,22,M,B,Jeffersonville,OH,False,attack,Not fleeing,False
2018-10-14,shot,gun,41,M,W,Hall County,GA,False,attack,Not fleeing,False
2018-10-15,shot,gun,58,M,H,Hilltop,OH,False,attack,,False
2018-10-16,shot,vehicle,45,M,,Tacoma,WA,False,attack,Not fleeing,False
2018-10-17,shot,gun,29,M,W,Longview,WA,False,attack,Foot,False
2018-10-17,shot,gun,19,M,B,Memphis,TN,False,attack,Foot,False
2018-10-17,shot,unarmed,18,M,B,San Antonio,TX,False,other,Not fleeing,False
2018-10-17,shot,knife,NA,M,,Quinlan,TX,False,other,Not fleeing,False
2018-10-17,shot and Tasered,knife,61,M,W,Kearns,UT,False,other,,False
2018-10-18,shot,gun,18,M,W,Arvada,CO,False,attack,Other,False
2018-10-18,shot,gun,23,M,W,Salt Lake City,UT,False,other,Car,False
2018-10-18,shot,vehicle,38,M,W,Elkhorn,WI,False,attack,Car,False
2018-10-18,shot,unarmed,19,M,B,Vineland,NJ,False,other,Not fleeing,False
2018-10-18,shot,toy weapon,63,M,B,Monroe,GA,True,attack,Not fleeing,False
2018-10-19,shot,vehicle,21,M,B,Miami,FL,False,attack,Car,False
2018-10-19,shot,knife,25,M,W,Brockton,MA,True,other,Not fleeing,False
2018-10-20,shot,gun,35,M,W,Paris,TX,False,attack,Not fleeing,False
2018-10-20,shot,gun,50,M,W,Spanaway,WA,False,other,Not fleeing,False
2018-10-20,shot,gun,34,F,W,Darlington County,SC,False,attack,Not fleeing,True
2018-10-21,shot,gun,NA,M,B,Washington,NC,False,other,Not fleeing,True
2018-10-21,shot,undetermined,NA,M,,Quincy,FL,False,undetermined,Car,False
2018-10-22,shot,knife,26,M,W,Riverton,UT,True,attack,Not fleeing,False
2018-10-22,shot,unknown weapon,61,M,W,Newport,TN,False,attack,Not fleeing,False
2018-10-22,shot and Tasered,lawn mower blade,18,M,B,Snellville,GA,False,other,Not fleeing,False
2018-10-23,shot,gun,37,M,N,Tulsa,OK,False,attack,Not fleeing,False
2018-10-23,shot,undetermined,27,M,W,Davenport,IA,False,other,Car,True
