gene.name,ka.nv.1,ka.nv.2,ka.nv.3,ka.v.1,ka.v.2,ka.v.3,tbg.nv.1,tbg.nv.2,tbg.nv.3,tbg.v.1,tbg.v.2,tbg.v.3
AtCCP2,158.7164,187.8588,174.8989,263.5383,339.141,292.656,247.022,223.3707,321.978,254.5962,348.4013,260.1314
GBF3,13.3656,9.452,14.4944,114.2896,288.7111,173.6332,26.9034,49.4763,28.1916,96.4251,187.3021,113.9335
CYN,82.6996,43.7156,61.8427,119.6679,122.2925,93.818,45.6542,54.5694,47.4806,37.2167,45.6124,45.3718
489059,326.6217,367.4471,362.3595,524.3875,640.4596,515.2987,386.4305,294.6748,298.2377,522.7257,490.0909,528.3288
470771,149.5276,173.6808,175.8651,259.5046,364.3559,309.4592,196.4763,184.8084,146.8932,311.2671,355.1946,371.0401
921070,26.7312,17.7225,37.6854,260.8492,501.7774,333.2638,124.7339,156.4323,172.1173,330.7213,447.39,440.6101
481192,333.3045,335.5465,365.2584,176.1404,165.1579,145.6279,286.1542,477.3003,295.2702,209.7669,183.4202,177.454
487870,60.1452,102.7907,69.573,501.5296,573.64,483.0925,95.3847,33.4692,89.0262,309.5754,305.7003,319.6188
491499,86.041,86.2496,76.3371,208.4104,165.1579,271.652,153.2678,101.8629,146.8932,248.6753,237.7669,289.3709
CP12,666.6089,1014.9102,948.8988,1238.3612,1318.7415,1432.4742,758.1864,771.9751,1292.3635,817.9219,954.9495,986.0794
CTN,345.8347,362.7211,334.337,419.51,463.955,512.4981,319.5796,364.5236,329.3969,548.1007,500.7662,498.081
STI,197.9778,152.4137,208.7191,75.2967,23.9542,49.0094,102.722,145.5184,111.2827,101.5001,96.0772,67.5535
HLH2,86.8764,42.5341,86,20.1687,12.6075,11.2021,50.5458,64.7557,81.6073,30.45,18.4391,21.1735
951586,113.6075,133.5097,109.191,63.1954,34.0402,60.2115,96.2,77.1248,75.6723,41.4459,31.0553,23.19
FUG1,1745.0452,2136.1555,1999.2582,3339.9449,2578.2279,2986.7718,2632.4557,2057.6301,2641.1102,2645.7701,2375.728,2167.7614
PDLP3,145.3508,181.9513,170.0674,77.9858,37.8224,85.4164,180.9864,133.1493,182.5037,87.9668,50.4648,54.4461
LCR68,989.0539,1396.5353,1182.7414,1762.7487,2539.1448,2225.026,1076.1355,683.2089,572.7351,1835.4607,2043.8248,2317.9923
ATSULA,330.7984,608.4735,344,1056.8425,854.7866,959.1836,844.6033,531.8697,732.9823,880.5136,915.1599,772.328
BETA-UP,240.5807,238.6634,255.1011,266.2275,300.0578,298.2571,208.7051,267.0263,274.4974,209.7669,253.2945,217.7844
ARFA1E,628.1829,731.3497,688.9662,888.7696,994.7295,1005.3925,606.5491,595.8978,724.0796,750.2551,862.7542,711.8324
496478,128.6438,125.2392,153.6404,52.4387,69.3411,82.6158,149.1915,109.8664,111.2827,91.3501,77.6382,67.5535
482309,360.871,309.5535,246.4045,82.0196,49.1691,72.8139,207.0746,239.3778,185.4712,95.5793,110.6344,114.9418
494437,236.4039,304.8275,363.3258,112.945,75.6448,99.419,488.3372,638.0982,486.6765,364.5546,301.8184,303.4866
908302,236.4039,283.5605,244.4719,143.8704,134.8999,149.8287,207.8898,259.7503,145.4094,188.6211,122.2801,131.0739
478722,482.832,490.3233,509.2359,614.4746,706.0184,735.1407,448.3898,386.3513,505.9655,457.5964,456.1242,423.4697
ATLP-1,242.2514,145.3247,204.8539,36.3037,7.5645,16.8032,18.7508,47.2935,8.9026,27.9125,14.5572,25.2065
475816,93.5591,100.4277,94.6966,55.1279,37.8224,56.0107,88.8627,103.3181,84.5749,54.9792,41.7305,54.4461
488300,270.6533,275.2899,279.2584,508.2525,504.2989,453.6869,347.2983,268.4814,262.6272,497.3506,460.0062,432.544
GPDHC1,225.5444,224.4854,195.191,40.3375,35.3009,63.0121,182.6169,237.195,163.2147,143.7919,102.8706,88.727
487196,163.7285,252.8414,176.8314,115.6342,66.8196,96.6185,132.8864,160.7978,87.5424,118.4168,71.8153,88.727
945736,385.0961,432.4297,393.2808,193.62,148.7682,242.2464,508.7186,464.9313,440.6796,230.067,182.4497,174.4292
ATNRT2.7,28.4019,68.5271,16.427,845.7429,829.5716,816.3563,204.6288,77.8523,90.51,520.1882,583.2568,425.4862
AtSLD1,630.6889,685.2711,675.4381,1546.2708,1555.762,1656.5171,816.8847,539.8733,666.2126,1265.3683,1276.1774,1193.7812
LHY,44.2735,27.1745,45.4157,2569.4987,2197.4823,2363.6525,520.1322,37.8348,54.8995,1793.169,2236.9498,1829.9939
950218,78.5229,60.2566,89.8652,400.6858,378.2241,372.4713,186.6932,111.3216,191.4063,276.5879,303.7593,267.1892
PY,1406.7286,2085.3509,1353.7751,4934.6207,5205.625,5487.6506,2950.4048,2500.7337,3755.4213,3807.1008,4414.7004,3848.5327
489250,772.6983,895.5785,753.7078,1516.69,1524.2433,1459.0793,897.5948,744.3266,580.154,1101.2764,1100.5211,1003.2198
ATPDX1,471.1371,548.2169,443.528,1169.7875,1235.5322,1244.8383,830.744,615.5428,838.3299,958.3304,1110.2258,783.4189
ATSUS3,133.6559,382.8066,75.3708,7621.0981,8439.4415,7638.4623,2005.5252,1143.047,982.2556,4731.5978,5881.0914,5983.0215
480799,421.0162,500.9568,415.5056,1507.2779,1482.6387,1557.0981,819.3304,674.4778,848.7163,1144.414,1512.9738,1264.3595
ATGPX6,441.0646,730.1682,513.1011,1852.8358,2048.7141,2021.9871,984.827,806.8995,1307.2012,1393.0893,1645.9292,1516.4247
950977,35.92,28.356,27.0562,555.3129,567.3362,518.0992,121.4729,57.4798,43.0293,309.5754,380.427,452.7092
ATWNK1,556.3428,612.018,547.8876,1343.2387,1346.478,1456.2788,728.022,678.1157,940.71,960.0221,921.9533,846.9393
490234,613.9819,602.566,595.2359,1348.617,1395.6471,1342.8571,983.1965,789.4373,909.5509,1235.7641,1340.2289,1171.5994
BBX18,38.4261,30.7191,41.5506,549.9346,509.3419,471.8903,141.039,27.6485,54.8995,432.2214,554.1424,453.7175
DGD1,55.1331,49.6231,46.382,217.8225,252.14940000000001,205.8394,82.3407,50.9314,72.7047,109.1126,149.4535,141.1566
CRM3,136.9973,148.8692,133.3483,527.0767,526.9923,467.6895,309.7966,207.3637,267.0786,437.2964,484.2681,322.6436
ATF2KP,485.3381,737.2572,535.3258,1669.9725,1746.1348,1674.7206,1352.5066,1006.2597,1332.4252,1368.5601,1489.6824,1284.5247
ERD7,280.6774,489.1418,377.8202,2413.527,2998.0567,2943.3635,953.0321,666.4743,746.3362,1986.8651,2131.1678,2288.7528
477426,149.5276,233.9374,193.2584,1011.1266,1045.1594,940.9801,535.622,213.1845,403.5854,837.3761,815.2008,758.2124
COR15B,116.1136,365.0841,170.0674,1945.612,1723.4414,1881.9603,944.8796,587.8943,1154.3729,1238.3016,1499.3872,1527.5156
RS5,183.7769,315.461,229.0112,1222.2262,1122.065,1034.7981,280.4474,213.1845,173.6011,786.626,776.3817,791.485
CMT2,436.8878,448.9707,441.5954,201.6875,162.6364,172.233,442.683,376.8926,305.6566,222.4545,135.8668,198.6274
ABCC14,1430.1184,1625.7466,1080.3145,4094.2561,4932.0429,4427.6476,2115.5845,2015.4298,2908.1887,3545.7379,3419.9614,3662.0044
AtGLDP1,2021.5459,2709.1839,1902.629,6938.0498,6825.6851,7121.7634,5794.0113,4578.0088,6289.7,5301.6902,5632.6492,4583.5551
ATNDT1,88.5471,74.4346,86.9663,287.7408,276.1036,274.4525,127.1796,72.0316,83.0911,210.6128,245.5307,207.7018
ABF1,192.9657,132.3282,149.7753,1472.3187,1244.3574,1366.6616,443.4983,284.4885,394.6828,1183.3224,1626.5197,1548.6891
918965,0.83535,0,0,22.8579,27.7364,23.8046,1.6305,0,0,6.7667,12.6162,13.1074
ATHPT,230.5565,274.1084,226.1123,548.59,535.8175,511.0978,339.961,285.9437,227.0168,460.9798,421.1871,425.4862
DGD1,184.6123,189.0403,174.8989,755.6558,823.2679,641.3228,300.8288,194.2671,210.6953,390.7755,516.2938,564.6262
AtGLDP2,1374.15,1202.769,1261.9774,4334.9366,4350.8384,4385.6396,3351.5098,2096.9201,2681.172,3331.7418,3253.0393,2275.6454
AtPGR5,327.457,406.4367,351.7303,822.885,890.0875,841.5611,613.8864,424.9137,547.511,576.0132,666.7178,633.188
TUB3,837.8556,723.0792,777.8651,229.9237,185.3298,232.4445,465.5101,638.0982,774.5278,206.3836,232.9145,254.0818
CYP76C2,93.5591,53.1676,84.0674,735.4871,690.8894,715.537,306.5356,224.0983,397.6503,562.4799,605.5777,691.6671
AtFBA1,686.6573,975.9206,785.5954,2250.8324,2128.1412,2320.2442,1818.832,1272.5584,2066.8913,1965.7192,2022.4743,1444.8382
ATGRP-3,882.9645,799.8768,955.6628,2167.4683,2278.1701,2475.674,943.2491,892.7554,1222.6263,1525.8853,1784.7074,1757.3991
316716,148.6922,239.8449,136.2472,3232.3783,3416.6248,3516.0731,1147.8779,433.6448,1133.6001,2701.5952,3284.0946,3580.3353
UBC9,258.9584,228.0299,235.7753,471.9487,482.8662,467.6895,278.8169,267.7539,381.3288,361.1713,415.3642,331.7179
ABCB28,204.6606,189.0403,173.9326,1067.5991,1388.0826,1076.8061,606.5491,392.8997,508.933,1025.1513,1214.0669,1023.385
481185,130.3145,205.5813,167.1685,774.48,956.9071,926.9775,327.7322,187.7187,207.7278,616.6133,726.8874,724.9397
945696,99.4066,61.4381,80.2022,220.5117,233.2382,249.2477,127.9949,133.1493,148.377,207.2294,234.8555,216.7761
CcdA,326.6217,417.0702,341.1011,869.9454,837.1361,887.77,582.0915,380.5306,445.1309,570.9382,608.4892,536.3949
923583,27.5665,79.1606,29.9551,728.7641,931.6921,835.96,211.9661,107.6836,215.1466,449.1381,592.9615,597.8988
RCI2A,106.9247,173.6808,126.5843,302.5312,326.5335,333.2638,156.5288,144.0632,241.8545,216.5336,223.2097,263.1562
351968,107.7601,129.9652,110.1573,233.9575,225.6737,218.4418,129.6254,117.1423,139.4744,177.6252,200.8888,176.4457
FAF4,66.828,50.8046,64.7416,2.6892,6.3037,5.6011,12.2288,14.5518,29.6754,10.15,6.7933,15.1239
893176,15.8716,7.089,6.764,102.1883,134.8999,121.8233,6.522,8.0035,5.9351,5.075,2.9114,14.1157
920732,136.9973,153.5953,152.6741,622.5421,537.0783,550.3054,434.5305,277.2125,326.4293,421.2255,426.0395,307.5196
ATUBC2,510.3986,554.1244,538.2246,825.5741,866.1333,931.1783,649.7576,608.2669,713.6933,671.5925,773.4703,825.7659
CID7,396.791,474.9638,464.7865,840.3646,827.0501,764.5464,723.1304,558.0631,572.7351,843.2969,892.839,817.6998
949897,562.1902,601.3845,555.6179,845.7429,908.9987,904.5732,516.0559,547.1492,557.8974,672.4384,703.5959,722.9232
GUN4,586.4154,732.5312,638.719,1152.3079,1138.4547,1235.0364,773.6762,566.0666,776.0116,828.0719,914.1895,809.6337
UKL4,264.8058,296.557,304.382,654.8121,685.8465,747.7432,388.8762,349.9717,399.1341,474.5131,399.8366,388.1805
486604,187.9536,353.2691,291.8202,1120.0379,1188.8846,1197.2292,475.2932,384.1686,440.6796,895.7387,894.7799,940.7076
RCE1,248.9342,251.6599,251.2359,381.8617,437.4793,434.0831,295.122,241.5605,373.91,325.6463,361.0175,364.9905
ATAB2,385.9315,548.2169,488.9438,1008.4375,946.8211,1051.6013,727.2067,499.1281,673.6315,713.8843,682.2454,632.1797
495716,213.0141,230.3929,218.382,389.9292,373.1812,387.8743,275.5559,243.0157,246.3058,321.4171,280.4679,283.3214
481467,191.295,177.2253,160.4045,56.4725,47.9084,53.2102,110.0593,141.8804,127.6042,72.7418,57.2582,84.6939
PME35,715.0592,886.1264,836.8089,118.3233,68.0803,117.6225,317.1339,427.0965,379.8451,39.7542,33.9667,54.4461
ATPK1,274.83,324.913,293.7528,613.13,582.4652,554.5062,434.5305,370.3443,375.3937,487.2006,576.4634,450.6927
474368,280.6774,252.8414,259.9326,169.4175,133.6392,186.2357,232.3474,262.6607,221.0817,203.8461,147.5125,164.3466
AFB1,342.4933,269.3824,330.4719,127.7354,161.3756,131.6252,349.744,408.9067,471.8388,159.0169,161.0992,171.4044
ATNHX2,98.5712,115.7872,96.6292,467.915,490.4306,483.0925,192.4,154.2495,209.2115,406.8464,495.9138,370.0318
480581,67.6633,69.7086,59.9101,383.2062,544.6428,432.6828,158.1593,99.6801,154.3121,356.9421,348.4013,307.5196
ABA1,700.0229,997.1876,864.8313,2945.982,3417.8855,2962.9672,1735.6761,974.9733,1948.1897,1796.5523,1839.0542,1654.5565
496605,208.8374,209.1258,223.2135,94.1208,95.8168,98.0188,154.8983,182.6256,133.5393,102.346,98.9887,121.9996
SPA2,215.5202,243.3894,205.8202,400.6858,461.4335,421.4807,330.1779,328.144,298.2377,477.0506,479.4157,416.4118
493485,182.1062,180.7698,163.3033,757.0004,721.1474,684.7311,292.6762,177.5324,227.0168,384.8547,379.4566,337.7675
476817,15.0363,12.9965,8.6966,466.5704,629.1128,550.3054,108.4288,89.4938,86.0586,368.7838,645.3673,503.1223
ATC4H,750.9792,721.8977,655.146,1449.4608,1738.5703,1551.497,892.7033,804.7167,710.7257,1408.3143,1378.0775,1249.2355
AtPPa2,119.455,121.6947,103.3932,553.9683,446.3045,558.707,426.3779,357.9753,419.9068,279.9712,326.0803,176.4457
910866,21.7191,16.541,12.5618,212.4442,282.4074,203.0389,50.5458,27.6485,80.1236,155.6335,197.9773,114.9418
494873,177.0941,258.7489,165.2359,633.2987,745.1016,723.9386,453.2813,375.4375,461.4524,520.1882,549.2901,399.2714
G6PD5,484.5027,502.1383,515.0336,1110.6258,1490.2031,1408.6697,441.8678,407.4515,500.0304,818.7677,1051.0267,1012.2942
BE3,598.1103,810.5103,533.3932,1831.3225,2067.6253,1942.1718,1348.4304,1336.5865,1430.354,2066.3735,2115.6401,2112.3071
ORP4B,5.8474,11.815,6.764,149.2487,181.5476,187.6359,78.2644,42.2003,44.5131,115.0335,163.0402,42.347
921839,329.9631,335.5465,415.5056,797.3379,816.9642,856.9641,335.8847,336.1475,385.7801,528.6465,704.5664,654.3615
GATA26,149.5276,161.8658,143.0112,436.9896,412.2643,441.0844,212.7813,194.2671,194.3738,279.9712,285.3203,268.1975
MDAR6,600.6163,941.657,811.6853,2638.0724,2308.428,2528.8841,967.7067,700.6711,1086.1195,1726.3481,1716.774,1798.7378
927108,141.1741,251.6599,187.4606,774.48,656.8493,688.9319,438.6067,278.6677,302.689,541.334,544.4377,457.7506
IQD30,578.8972,573.0284,548.8539,212.4442,166.4186,211.4405,477.7389,536.9629,393.199,301.1171,192.1545,291.3875
LNK1,537.9651,561.2134,559.4831,1610.8108,1529.2863,1459.0793,813.6236,542.7836,562.3487,1201.0849,1287.8231,1237.1364
DPE2,851.2212,1209.858,862.8988,2647.4845,2976.624,3272.4265,1830.2456,1485.7428,1565.3771,2305.7447,2539.7386,2443.0167
AAE3,137.8327,178.4068,158.4719,1253.1516,1650.318,1403.0686,397.0288,246.6537,367.9749,921.1137,1188.8345,884.245
ANAC008,128.6438,132.3282,123.6854,38.9929,42.8654,37.8072,87.2322,104.7732,126.1204,93.0418,82.4906,88.727
ATGSL01,674.9624,660.4596,671.5729,334.8012,274.8429,263.2504,486.7067,731.2299,566.8,400.9255,332.8737,346.8418
ATUGE2,92.7238,88.6126,80.2022,192.2754,196.6766,219.8421,103.5373,90.949,80.1236,194.5419,188.2726,172.4127
ATLOX6,287.3602,307.1905,276.3595,142.5258,92.0345,110.6212,221.7491,411.8171,357.5885,194.5419,201.8592,206.6935
PTAC4,576.3912,638.011,663.8426,1118.6933,1038.8557,1191.6281,689.705,509.3144,986.7069,683.4342,762.795,751.1545
LSF1,129.4792,167.7733,86.9663,556.6575,595.0727,646.9239,352.1898,293.9472,270.0461,533.7215,493.9729,550.5106
487267,157.8811,200.8553,172,376.4833,457.6512,380.8729,189.9542,147.7012,154.3121,315.4962,372.6632,247.024
CaS,904.6836,1215.7655,1000.1122,2004.7737,1772.6105,1879.1598,1654.9659,1092.8432,1786.4588,1385.4768,1560.5272,1288.5577
SVR3,795.2528,1296.1076,807.8201,3200.1083,2700.5204,2842.5442,2088.6811,1527.9432,2648.529,2491.8282,2623.1997,2182.8853
EBF1,874.611,808.1473,802.9887,572.7925,548.425,484.4928,719.0542,889.1174,804.2032,627.6091,662.8359,655.3697
AtCDC48B,335.8105,415.8887,289.8876,1360.7183,2042.4104,1795.1437,461.4339,616.998,443.6472,736.7218,929.7171,1407.5325
ATVAMP713,198.8132,219.7594,229.0112,447.7462,606.4194,561.5075,251.0983,279.3953,278.9487,428.8381,433.8033,451.701
ATGR2,734.2723,1241.7585,947.9325,2560.0866,2271.8664,2328.6458,1426.6948,910.2176,1290.8797,1691.6689,1681.8369,1546.6726
LCL1,114.4429,105.1537,114.9887,395.3075,384.5279,488.6936,240.5,125.8734,120.1854,409.3839,546.3786,470.8579
ATMUM4,395.1203,398.1661,426.1348,750.2775,762.752,721.1381,588.6135,504.9488,522.287,763.7885,740.474,718.8902
477178,161.2225,131.1467,143.0112,43.0267,15.129,29.4056,65.2203,58.935,53.4157,36.3709,31.0553,37.3057
493003,512.0693,535.2204,559.4831,143.8704,90.7738,142.8273,376.6474,494.7626,376.8775,221.6086,195.0659,214.7596
944743,324.951,370.9916,273.4606,969.4446,852.2651,803.7539,424.7474,240.1054,265.5948,588.7008,547.3491,557.5684
AtNPF2.13,243.9221,190.2218,302.4494,2119.0633,2531.5803,2169.0152,1111.1914,699.9435,1307.2012,2364.9531,3070.5896,2562.9998
ATCOL1,82.6996,59.0751,65.7079,506.9079,450.0867,480.2919,243.761,173.8945,221.0817,307.8837,437.6852,551.5188
483978,10.0242,23.63,12.5618,115.6342,165.1579,149.8287,57.0678,34.1968,53.4157,117.571,98.9887,100.8261
478841,1430.9538,1354.0012,1163.4156,459.8475,173.9831,284.2544,672.5847,844.7343,636.5372,504.9632,311.5232,347.8501
481141,607.2991,568.3024,580.7415,340.1796,269.7999,341.6654,529.0999,525.3214,359.0723,467.7464,310.5527,383.1392
482747,145.3508,132.3282,183.5955,467.915,583.7259,495.6949,218.4881,235.7398,256.6922,422.0714,391.1023,412.3788
NF-YA4,42.6028,53.1676,41.5506,189.5862,214.327,183.4351,61.1441,47.2935,35.6105,143.7919,197.0069,171.4044
934016,25.8958,28.356,26.0899,59.1617,59.2551,67.2129,52.1763,56.0246,57.867,78.6626,76.6677,73.6031
ATGPX1,416.0041,478.5083,495.7078,894.1479,989.6865,933.9788,771.2304,546.4216,1164.7593,584.4716,588.1091,499.0893
COR413-TM1,667.4443,714.8087,681.2359,2240.0758,2669.0017,2253.0313,877.2135,627.9119,891.7456,1335.5726,1504.2395,1570.8708
APG6,649.902,1050.3552,781.7302,2315.3724,3236.3379,2871.9498,1648.4439,1030.9978,1360.6169,1953.8775,2194.2488,2154.654
494278,393.4496,360.3581,372.0224,1056.8425,1386.8219,1061.4032,515.2406,344.8786,353.1372,1186.7057,971.4476,1161.5168
BBX25,26.7312,93.3387,32.8539,607.7517,837.1361,658.126,207.0746,50.2038,51.9319,498.1965,753.0902,537.4032
ATNFU1,76.8522,69.7086,69.573,153.2825,182.8083,169.4324,94.5695,82.2179,93.4775,136.1793,135.8668,116.9583
AtFaTA,172.9174,174.8623,151.7078,30.9254,35.3009,56.0107,124.7339,147.7012,86.0586,43.1376,36.8781,44.3635
AtCHUP1,1079.2716,1220.4915,1060.9886,2706.6462,2723.2139,2747.326,2236.2422,1939.7602,3142.6243,1972.4859,2121.463,1687.8291
GPAT9,228.8858,248.1154,247.3708,403.375,495.4736,463.4887,283.7084,229.9191,252.2409,333.2588,376.5451,353.8997
HCAR,382.5901,571.8469,334.337,977.5121,1197.7098,1064.2037,729.6525,654.1052,715.177,978.6304,966.5952,1194.7894
RIC7,3.3414,4.726,3.8652,41.6821,40.3439,43.4083,14.6746,5.8207,4.4513,48.2126,83.461,62.5122
KLCR1,696.6815,738.4387,765.3033,454.4692,374.4419,429.8823,613.8864,654.8328,672.1477,416.9964,388.1908,375.0731
SPP,1034.1627,1319.7376,1186.6066,2646.1399,2870.7213,2519.0823,2157.9778,1599.9748,2188.5604,2396.249,2277.7098,2010.4727
PNT1,280.6774,433.6112,269.5955,993.6471,978.3398,1008.193,718.2389,466.3865,437.7121,609.0008,681.2749,567.651
ATNUDT19,383.4254,498.5938,397.146,1086.4233,1113.2397,1279.845,704.3796,528.9594,436.2283,1015.0013,1117.9896,1025.4016
ATPIN4,635.701,641.5555,661.91,123.7017,81.9486,103.6198,662.8016,835.2756,1023.8011,268.1295,201.8592,227.867
GDPDL4,344.9994,349.7246,323.7078,123.7017,103.3813,106.4204,208.7051,240.8329,186.955,158.171,148.483,145.1896
EX1,335.8105,362.7211,328.5393,882.0466,873.6978,890.5705,689.705,499.8557,670.6639,866.9803,885.0751,746.1132
P5CS2,539.6358,615.5625,467.6853,2681.0991,3275.4211,3079.1895,1548.1676,526.7766,814.5896,3464.5378,3827.5618,3582.3518
933190,247.2635,265.8379,243.5056,532.455,457.6512,529.3013,275.5559,271.3918,221.0817,354.4046,459.0357,388.1805
ABC1K1,191.295,211.4888,217.4157,965.4108,1038.8557,1090.8088,781.0135,569.7045,982.2556,878.822,913.219,731.9976
483023,302.3965,236.3004,322.7415,100.8437,71.8626,63.0121,114.9508,174.6221,108.3152,80.3543,59.1991,63.5205
470745,202.1546,138.2357,201.955,2129.8199,2121.8375,1901.564,1116.8982,1020.8116,1666.2734,1773.7148,1851.6704,1933.8448
ZFWD1,81.0289,77.9791,91.7977,188.2417,195.4158,182.0348,169.5729,168.0737,143.9257,205.5378,240.6783,191.5696
GABA-T,722.5774,659.2781,602.9662,1064.91,1306.1341,1279.845,521.7627,550.0595,697.3718,780.7052,836.5513,795.518
488454,113.6075,120.5132,134.3146,318.6662,326.5335,289.8555,150.822,116.4147,126.1204,264.7462,328.9917,292.3957
480941,199.6485,204.3998,201.955,466.5704,610.2016,641.3228,396.2135,309.2266,391.7152,439.8339,483.2976,419.4366
TBL24,202.1546,198.4923,189.3932,86.0533,51.6906,82.6158,120.6576,173.8945,137.9906,70.2043,41.7305,66.5452
AtTic20-V,219.6969,311.9165,260.8988,520.3537,582.4652,533.5021,382.3542,281.5781,329.3969,351.8671,382.368,338.7757
ATJ,858.7393,1021.9992,1010.7414,1442.7379,1515.4181,1611.7086,970.1524,764.6992,1077.2168,1212.9266,1394.5756,1175.6325
QPT,269.8179,323.7315,314.0449,548.59,548.425,557.3067,383.1695,317.2301,323.4618,418.688,428.9509,398.2631
TUB9,450.2534,534.0389,456.0898,1074.3221,968.2538,1144.019,433.7152,413.9998,405.0691,807.7719,974.359,938.6911
ATMAP2K_ALPHA,102.748,116.9687,112.0899,264.8829,306.3616,317.8609,162.2356,138.2425,140.9581,235.142,270.7631,268.1975
AtBGLU10,27.5665,36.6266,21.2584,252.7817,213.0663,179.2343,65.2203,45.8383,63.8021,167.4752,182.4497,178.4622
AtPPa1,250.6049,243.3894,249.3033,407.4087,412.2643,434.0831,233.9779,181.1704,234.4356,292.6587,340.6375,194.5944
ATCKA2,345.8347,336.728,323.7078,590.2721,723.6689,736.541,423.9322,414.7274,445.1309,656.3675,738.5331,718.8902
PGR5-LIKE A,892.9887,1177.9574,931.5055,1769.4716,1756.2208,1838.552,1771.5473,1401.3422,2319.1321,1302.585,1409.1328,1203.8638
315086,76.8522,66.1641,84.0674,9.4121,3.7822,21.004,75.8186,72.0316,75.6723,25.375,11.6457,20.1652
482590,180.4355,316.6425,200.9887,572.7925,639.1988,585.3121,525.0237,377.6202,534.1571,461.8256,467.77,356.9244
949748,421.0162,634.4665,221.2809,1247.7733,1582.2377,1506.6884,1000.3168,867.2896,1240.4315,1065.7514,1256.7679,1241.1694
TCP2,336.6459,333.1835,333.3707,693.805,637.9381,638.5222,316.3186,272.847,292.3026,524.4173,485.2386,537.4032
SDH1-1,618.994,664.0041,626.1572,1003.0591,1254.4434,1127.2158,796.5033,683.2089,743.3686,1172.3265,1233.4764,958.8563
ATSPS1F,886.3059,1168.5054,699.5954,2580.2554,3076.2231,2712.3193,1697.3592,1477.7393,1633.6305,2270.2196,3070.5896,2591.2311
487429,627.3475,689.9971,565.2808,1292.1446,1297.3088,1433.8745,1071.244,754.5129,977.8043,1123.2681,1068.4953,829.7989
NDF2,339.9873,548.2169,371.0561,1060.8762,951.8641,967.5852,726.3915,464.2037,1099.4734,471.1298,559.9653,514.2132
CKL2,451.0888,485.5973,483.146,845.7429,1012.38,936.7793,578.0152,582.8012,758.2063,773.9385,936.5104,825.7659
328471,471.1371,480.8713,445.4606,328.0783,311.4045,308.059,443.4983,446.7415,373.91,395.0047,338.6965,332.7262
GEM1,1432.6245,1274.8406,1271.6403,816.1621,717.3651,761.7458,1047.6016,1193.9784,991.1582,1011.618,896.7209,986.0794
927786,284.0188,252.8414,237.7078,131.7692,118.5102,128.8247,145.1152,133.8769,115.734,115.0335,113.5458,109.9005
ATATH13,1212.9275,1355.1827,1289.9998,2664.9641,2346.2505,2465.8721,1741.3829,993.8907,1443.708,2020.6985,1902.1352,1808.8205
943992,259.7937,303.646,234.809,130.4246,69.3411,86.8166,247.022,207.3637,118.7016,153.9419,131.9849,146.1979
942756,40.0968,63.8011,59.9101,373.7942,364.3559,366.8702,146.7457,86.5834,121.6691,221.6086,372.6632,171.4044
492978,457.7716,874.3114,485.0786,1918.7204,2472.3252,2138.2093,1207.3914,610.4497,940.71,1317.81,1339.2584,1275.4503
DMS2,452.7595,477.3268,469.6179,287.7408,286.1896,264.6507,392.1372,453.2898,465.9037,351.0213,308.6117,373.0566
934210,351.6822,531.6759,358.4943,1070.2883,1313.6985,1088.0083,749.2186,589.3495,730.0147,1018.3847,1126.7239,810.6419
921665,143.6801,139.4172,142.0449,26.8917,12.6075,18.2035,22.8271,40.0176,20.7728,23.6834,17.4686,19.157
480378,787.7346,701.8121,659.9774,966.7554,968.2538,911.5745,874.7677,876.7483,954.064,811.1552,888.957,763.2537
SPA1,430.205,459.6042,366.2247,1392.9883,1408.2546,1326.0539,963.6304,649.7396,1010.4472,1269.5975,1296.5574,1135.302
488341,272.324,313.098,308.2472,1048.775,988.4258,884.9694,687.2593,525.3214,663.2451,713.0384,700.6845,624.1136
490600,82.6996,64.9826,83.1011,371.105,414.7858,417.2799,110.8746,76.3972,103.8639,324.8004,391.1023,347.8501
AtRDR1,136.162,108.6982,128.5168,47.0604,22.6934,26.6051,70.1119,139.6977,100.8963,35.525,46.5829,63.5205
ATSDX1,233.8979,430.0667,256.0674,1704.9316,2070.1468,1512.2895,653.8338,568.9769,574.2189,1009.9263,1105.3734,923.5672
476280,439.3939,724.2607,533.3932,1159.0308,1166.1911,1236.4367,1062.2762,737.0507,1276.042,943.9512,1145.163,903.402
CGLD27,96.0652,126.4207,70.5393,615.8192,820.7464,827.5584,444.3135,197.905,327.9131,472.8214,521.1462,324.6601
487165,81.8643,88.6126,100.4944,13.4458,7.5645,2.8005,15.4898,25.4657,8.9026,15.225,9.7048,11.0909
317933,252.2756,281.1975,259.9326,119.6679,78.1663,113.4217,156.5288,158.6151,127.6042,95.5793,79.5791,103.8509
UBP25,300.7258,310.735,322.7415,610.4408,621.5483,670.7284,412.5186,297.5851,397.6503,537.1049,534.7329,506.1471
AtG3Pp4,33.414,35.4451,27.0562,330.7675,484.1269,354.2678,93.7542,50.2038,89.0262,274.8962,338.6965,313.5692
ATCOP1,258.123,249.2969,272.4943,458.5029,525.7316,516.6989,431.2694,325.9612,369.4587,533.7215,584.2272,540.428
AtMGT2,170.4113,177.2253,216.4494,345.5579,416.0466,399.0764,241.3152,178.9876,192.8901,302.8087,357.1356,300.4618
